transaction_id,customer_id,product_id,quantity,unit_price,total_amount,order_date
6471,288,19,2,1812.99,3625.98,2024-07-12
7036,85,25,1,1905.87,1905.87,2024-07-12
7461,376,7,3,373.62,1120.86,2024-07-12
8011,353,22,1,687.05,687.05,2024-07-12
8657,18,2,1,3810.25,3810.25,2024-07-12
8864,19,12,2,3884.15,7768.3,2024-07-12
9795,181,31,2,2489.05,4978.1,2024-07-12
11612,241,21,1,2505.63,2505.63,2024-07-12
283,8,19,3,1812.99,5438.97,2024-07-13
1437,406,26,1,3172.93,3172.93,2024-07-13
2752,232,21,1,2505.63,2505.63,2024-07-13
3778,459,4,2,2454.84,4909.68,2024-07-13
4172,235,30,1,328.83,328.83,2024-07-13
4224,92,12,1,3884.15,3884.15,2024-07-13
4571,102,33,1,400.45,400.45,2024-07-13
4811,317,32,1,806.52,806.52,2024-07-13
5300,78,35,1,3867.68,3867.68,2024-07-13
7449,105,29,1,2430.8,2430.8,2024-07-13
7798,366,19,1,1812.99,1812.99,2024-07-13
7954,163,14,2,967.51,1935.02,2024-07-13
8198,411,14,1,967.51,967.51,2024-07-13
8524,143,15,1,850.03,850.03,2024-07-13
10194,99,26,2,3172.93,6345.86,2024-07-13
11812,373,21,1,2505.63,2505.63,2024-07-13
48,206,36,1,3262.33,3262.33,2024-07-14
796,326,20,2,1271.23,2542.46,2024-07-14
1422,410,28,1,2129.8,2129.8,2024-07-14
2830,436,33,1,400.45,400.45,2024-07-14
3074,292,26,1,3172.93,3172.93,2024-07-14
6658,73,17,1,1321.33,1321.33,2024-07-14
6672,27,20,1,1271.23,1271.23,2024-07-14
7555,332,5,1,750.67,750.67,2024-07-14
9694,432,4,1,2454.84,2454.84,2024-07-14
11095,271,7,1,373.62,373.62,2024-07-14
11202,221,22,1,687.05,687.05,2024-07-14
624,206,18,1,2170.31,2170.31,2024-07-15
1135,15,36,1,3262.33,3262.33,2024-07-15
1526,279,20,1,1271.23,1271.23,2024-07-15
4069,497,6,2,750.58,1501.16,2024-07-15
4187,162,1,3,1591.98,4775.94,2024-07-15
5414,497,26,1,3172.93,3172.93,2024-07-15
5939,8,9,1,2464.29,2464.29,2024-07-15
6206,244,13,1,3354.9,3354.9,2024-07-15
6731,407,27,2,918.74,1837.48,2024-07-15
7199,246,15,1,850.03,850.03,2024-07-15
7239,111,31,1,2489.05,2489.05,2024-07-15
7450,429,28,2,2129.8,4259.6,2024-07-15
8053,275,31,3,2489.05,7467.15,2024-07-15
8668,32,21,2,2505.63,5011.26,2024-07-15
8747,9,24,1,1560.49,1560.49,2024-07-15
10179,99,2,1,3810.25,3810.25,2024-07-15
11485,323,5,1,750.67,750.67,2024-07-15
11898,8,18,1,2170.31,2170.31,2024-07-15
1215,99,35,2,3867.68,7735.36,2024-07-16
2572,434,30,1,328.83,328.83,2024-07-16
2661,385,18,1,2170.31,2170.31,2024-07-16
3263,278,7,2,373.62,747.24,2024-07-16
4130,102,16,1,856.11,856.11,2024-07-16
4225,179,26,1,3172.93,3172.93,2024-07-16
4526,473,30,3,328.83,986.49,2024-07-16
5182,463,9,1,2464.29,2464.29,2024-07-16
5303,278,16,2,856.11,1712.22,2024-07-16
6924,146,6,1,750.58,750.58,2024-07-16
7029,422,27,1,918.74,918.74,2024-07-16
7191,438,3,1,2968.18,2968.18,2024-07-16
7894,95,25,1,1905.87,1905.87,2024-07-16
8734,236,16,1,856.11,856.11,2024-07-16
9430,316,8,1,3484.78,3484.78,2024-07-16
9536,184,6,1,750.58,750.58,2024-07-16
9564,121,27,1,918.74,918.74,2024-07-16
11017,119,20,1,1271.23,1271.23,2024-07-16
11165,217,5,1,750.67,750.67,2024-07-16
11638,473,33,1,400.45,400.45,2024-07-16
515,135,5,1,750.67,750.67,2024-07-17
659,311,23,2,1274.76,2549.52,2024-07-17
3185,293,11,2,229.25,458.5,2024-07-17
3354,241,29,1,2430.8,2430.8,2024-07-17
3375,168,27,1,918.74,918.74,2024-07-17
4753,8,6,1,750.58,750.58,2024-07-17
5426,119,29,2,2430.8,4861.6,2024-07-17
5483,17,36,1,3262.33,3262.33,2024-07-17
5837,292,19,1,1812.99,1812.99,2024-07-17
7224,430,21,1,2505.63,2505.63,2024-07-17
7975,210,28,1,2129.8,2129.8,2024-07-17
9480,483,21,1,2505.63,2505.63,2024-07-17
9793,471,27,1,918.74,918.74,2024-07-17
9896,207,30,1,328.83,328.83,2024-07-17
10869,355,7,1,373.62,373.62,2024-07-17
11152,206,26,1,3172.93,3172.93,2024-07-17
11885,390,14,2,967.51,1935.02,2024-07-17
1045,80,16,1,856.11,856.11,2024-07-18
1842,15,24,1,1560.49,1560.49,2024-07-18
2785,477,9,2,2464.29,4928.58,2024-07-18
3698,338,23,1,1274.76,1274.76,2024-07-18
3724,418,20,2,1271.23,2542.46,2024-07-18
5167,443,16,1,856.11,856.11,2024-07-18
5716,194,31,1,2489.05,2489.05,2024-07-18
5730,45,20,1,1271.23,1271.23,2024-07-18
7417,453,31,1,2489.05,2489.05,2024-07-18
7727,308,10,1,2876.08,2876.08,2024-07-18
8134,270,21,2,2505.63,5011.26,2024-07-18
9108,27,14,2,967.51,1935.02,2024-07-18
9141,473,36,1,3262.33,3262.33,2024-07-18
10683,168,10,1,2876.08,2876.08,2024-07-18
11104,126,25,2,1905.87,3811.74,2024-07-18
11846,223,17,1,1321.33,1321.33,2024-07-18
1471,353,27,1,918.74,918.74,2024-07-19
1659,314,10,1,2876.08,2876.08,2024-07-19
2197,104,14,2,967.51,1935.02,2024-07-19
3068,465,6,1,750.58,750.58,2024-07-19
3857,156,36,1,3262.33,3262.33,2024-07-19
4354,266,4,1,2454.84,2454.84,2024-07-19
4966,434,33,1,400.45,400.45,2024-07-19
5721,482,4,2,2454.84,4909.68,2024-07-19
7214,411,26,1,3172.93,3172.93,2024-07-19
7433,197,20,1,1271.23,1271.23,2024-07-19
7952,326,28,1,2129.8,2129.8,2024-07-19
8265,118,3,1,2968.18,2968.18,2024-07-19
9400,411,16,1,856.11,856.11,2024-07-19
10171,497,5,1,750.67,750.67,2024-07-19
10279,229,12,2,3884.15,7768.3,2024-07-19
11100,34,11,1,229.25,229.25,2024-07-19
943,445,36,3,3262.33,9786.99,2024-07-20
3184,189,23,1,1274.76,1274.76,2024-07-20
3406,205,35,2,3867.68,7735.36,2024-07-20
5904,168,28,1,2129.8,2129.8,2024-07-20
7272,432,14,1,967.51,967.51,2024-07-20
9634,207,11,1,229.25,229.25,2024-07-20
11776,424,26,1,3172.93,3172.93,2024-07-20
11827,464,18,3,2170.31,6510.93,2024-07-20
523,349,16,1,856.11,856.11,2024-07-21
1780,410,28,1,2129.8,2129.8,2024-07-21
2285,486,33,1,400.45,400.45,2024-07-21
2297,104,17,1,1321.33,1321.33,2024-07-21
3366,57,31,1,2489.05,2489.05,2024-07-21
4349,11,1,1,1591.98,1591.98,2024-07-21
4879,467,3,1,2968.18,2968.18,2024-07-21
6878,99,16,1,856.11,856.11,2024-07-21
7424,497,18,1,2170.31,2170.31,2024-07-21
8577,432,34,1,3803.21,3803.21,2024-07-21
9567,27,9,2,2464.29,4928.58,2024-07-21
9633,331,7,1,373.62,373.62,2024-07-21
10588,454,31,1,2489.05,2489.05,2024-07-21
10959,78,18,1,2170.31,2170.31,2024-07-21
11419,323,16,2,856.11,1712.22,2024-07-21
11833,20,11,1,229.25,229.25,2024-07-21
160,223,13,1,3354.9,3354.9,2024-07-22
1064,497,32,1,806.52,806.52,2024-07-22
2896,35,9,1,2464.29,2464.29,2024-07-22
3887,20,5,1,750.67,750.67,2024-07-22
4079,227,7,1,373.62,373.62,2024-07-22
4435,360,2,1,3810.25,3810.25,2024-07-22
5998,390,34,1,3803.21,3803.21,2024-07-22
6345,378,5,1,750.67,750.67,2024-07-22
6363,77,36,2,3262.33,6524.66,2024-07-22
7423,499,25,1,1905.87,1905.87,2024-07-22
7625,462,21,1,2505.63,2505.63,2024-07-22
8650,193,27,1,918.74,918.74,2024-07-22
9302,382,18,2,2170.31,4340.62,2024-07-22
9313,378,12,2,3884.15,7768.3,2024-07-22
10741,485,22,1,687.05,687.05,2024-07-22
10827,364,11,1,229.25,229.25,2024-07-22
11175,301,10,1,2876.08,2876.08,2024-07-22
11302,279,13,2,3354.9,6709.8,2024-07-22
670,68,6,1,750.58,750.58,2024-07-23
786,238,11,1,229.25,229.25,2024-07-23
880,436,8,1,3484.78,3484.78,2024-07-23
1187,497,24,1,1560.49,1560.49,2024-07-23
1684,434,12,1,3884.15,3884.15,2024-07-23
2334,258,9,1,2464.29,2464.29,2024-07-23
2511,325,27,2,918.74,1837.48,2024-07-23
2825,164,1,3,1591.98,4775.94,2024-07-23
2898,266,14,2,967.51,1935.02,2024-07-23
3780,19,35,1,3867.68,3867.68,2024-07-23
4380,420,25,1,1905.87,1905.87,2024-07-23
5465,15,30,1,328.83,328.83,2024-07-23
5776,376,22,1,687.05,687.05,2024-07-23
5920,313,4,1,2454.84,2454.84,2024-07-23
6326,226,30,1,328.83,328.83,2024-07-23
6565,440,4,2,2454.84,4909.68,2024-07-23
6753,279,24,1,1560.49,1560.49,2024-07-23
7781,429,20,2,1271.23,2542.46,2024-07-23
8673,332,10,1,2876.08,2876.08,2024-07-23
9251,338,12,1,3884.15,3884.15,2024-07-23
9554,32,30,3,328.83,986.49,2024-07-23
9585,241,31,1,2489.05,2489.05,2024-07-23
9976,95,26,1,3172.93,3172.93,2024-07-23
10170,499,19,3,1812.99,5438.97,2024-07-23
11007,494,36,1,3262.33,3262.33,2024-07-23
11212,112,8,1,3484.78,3484.78,2024-07-23
11936,360,13,1,3354.9,3354.9,2024-07-23
201,43,16,1,856.11,856.11,2024-07-24
899,79,4,1,2454.84,2454.84,2024-07-24
2188,440,17,2,1321.33,2642.66,2024-07-24
2662,70,8,1,3484.78,3484.78,2024-07-24
2792,235,4,1,2454.84,2454.84,2024-07-24
3120,468,24,1,1560.49,1560.49,2024-07-24
3712,136,34,1,3803.21,3803.21,2024-07-24
4413,206,5,1,750.67,750.67,2024-07-24
5224,226,23,1,1274.76,1274.76,2024-07-24
6182,418,36,1,3262.33,3262.33,2024-07-24
7550,105,6,1,750.58,750.58,2024-07-24
8050,432,12,1,3884.15,3884.15,2024-07-24
10241,418,17,1,1321.33,1321.33,2024-07-24
784,186,17,2,1321.33,2642.66,2024-07-25
1159,40,8,1,3484.78,3484.78,2024-07-25
2395,69,19,3,1812.99,5438.97,2024-07-25
2901,432,11,3,229.25,687.75,2024-07-25
3694,377,8,1,3484.78,3484.78,2024-07-25
4184,289,25,1,1905.87,1905.87,2024-07-25
4741,472,34,1,3803.21,3803.21,2024-07-25
4803,78,25,1,1905.87,1905.87,2024-07-25
6041,69,24,1,1560.49,1560.49,2024-07-25
6129,366,27,2,918.74,1837.48,2024-07-25
6215,79,13,1,3354.9,3354.9,2024-07-25
6689,191,24,1,1560.49,1560.49,2024-07-25
6813,237,33,1,400.45,400.45,2024-07-25
7379,83,17,1,1321.33,1321.33,2024-07-25
7661,471,22,1,687.05,687.05,2024-07-25
7777,136,12,1,3884.15,3884.15,2024-07-25
7861,122,25,1,1905.87,1905.87,2024-07-25
7918,477,7,1,373.62,373.62,2024-07-25
8742,225,24,1,1560.49,1560.49,2024-07-25
1280,482,18,1,2170.31,2170.31,2024-07-26
1975,450,13,2,3354.9,6709.8,2024-07-26
2244,27,33,1,400.45,400.45,2024-07-26
3174,376,6,1,750.58,750.58,2024-07-26
3572,332,31,1,2489.05,2489.05,2024-07-26
3786,231,27,1,918.74,918.74,2024-07-26
4635,317,33,2,400.45,800.9,2024-07-26
5288,197,11,2,229.25,458.5,2024-07-26
5356,200,19,1,1812.99,1812.99,2024-07-26
5487,99,34,1,3803.21,3803.21,2024-07-26
7082,238,8,1,3484.78,3484.78,2024-07-26
7499,324,16,1,856.11,856.11,2024-07-26
8908,237,18,1,2170.31,2170.31,2024-07-26
9755,99,28,1,2129.8,2129.8,2024-07-26
11783,213,26,1,3172.93,3172.93,2024-07-26
16,415,3,2,2968.18,5936.36,2024-07-27
989,358,11,1,229.25,229.25,2024-07-27
1416,238,3,1,2968.18,2968.18,2024-07-27
3151,440,30,1,328.83,328.83,2024-07-27
3641,403,25,1,1905.87,1905.87,2024-07-27
4396,285,35,1,3867.68,3867.68,2024-07-27
6194,289,6,2,750.58,1501.16,2024-07-27
7114,206,28,1,2129.8,2129.8,2024-07-27
9011,15,7,1,373.62,373.62,2024-07-27
9828,267,11,1,229.25,229.25,2024-07-27
10354,38,36,2,3262.33,6524.66,2024-07-27
10493,438,26,1,3172.93,3172.93,2024-07-27
10688,116,12,1,3884.15,3884.15,2024-07-27
11319,307,28,2,2129.8,4259.6,2024-07-27
465,446,35,1,3867.68,3867.68,2024-07-28
1442,52,32,2,806.52,1613.04,2024-07-28
4535,114,33,1,400.45,400.45,2024-07-28
5633,122,22,1,687.05,687.05,2024-07-28
7608,384,3,1,2968.18,2968.18,2024-07-28
7864,370,32,2,806.52,1613.04,2024-07-28
7898,495,25,1,1905.87,1905.87,2024-07-28
7904,399,21,1,2505.63,2505.63,2024-07-28
10054,97,10,1,2876.08,2876.08,2024-07-28
10245,358,11,1,229.25,229.25,2024-07-28
293,422,14,1,967.51,967.51,2024-07-29
2047,18,33,1,400.45,400.45,2024-07-29
3277,373,8,2,3484.78,6969.56,2024-07-29
4819,204,22,2,687.05,1374.1,2024-07-29
4967,327,1,1,1591.98,1591.98,2024-07-29
5684,243,23,2,1274.76,2549.52,2024-07-29
5918,424,6,1,750.58,750.58,2024-07-29
6800,122,14,1,967.51,967.51,2024-07-29
6869,24,12,1,3884.15,3884.15,2024-07-29
7045,260,28,1,2129.8,2129.8,2024-07-29
7403,249,18,1,2170.31,2170.31,2024-07-29
7629,66,1,1,1591.98,1591.98,2024-07-29
7652,143,28,1,2129.8,2129.8,2024-07-29
7880,226,13,1,3354.9,3354.9,2024-07-29
9732,143,9,1,2464.29,2464.29,2024-07-29
10331,257,34,1,3803.21,3803.21,2024-07-29
10388,225,29,1,2430.8,2430.8,2024-07-29
1357,464,29,1,2430.8,2430.8,2024-07-30
1753,332,19,1,1812.99,1812.99,2024-07-30
1901,141,13,2,3354.9,6709.8,2024-07-30
1902,143,28,1,2129.8,2129.8,2024-07-30
2514,443,9,1,2464.29,2464.29,2024-07-30
3041,447,14,2,967.51,1935.02,2024-07-30
3784,471,13,1,3354.9,3354.9,2024-07-30
4471,289,26,2,3172.93,6345.86,2024-07-30
4851,357,14,1,967.51,967.51,2024-07-30
6390,193,35,1,3867.68,3867.68,2024-07-30
7650,496,25,1,1905.87,1905.87,2024-07-30
8355,496,5,1,750.67,750.67,2024-07-30
8784,40,17,1,1321.33,1321.33,2024-07-30
8845,200,9,2,2464.29,4928.58,2024-07-30
9894,290,24,1,1560.49,1560.49,2024-07-30
10674,59,35,1,3867.68,3867.68,2024-07-30
10810,14,7,1,373.62,373.62,2024-07-30
11648,370,25,2,1905.87,3811.74,2024-07-30
296,305,9,1,2464.29,2464.29,2024-07-31
1569,272,30,1,328.83,328.83,2024-07-31
2256,376,10,1,2876.08,2876.08,2024-07-31
2908,290,9,2,2464.29,4928.58,2024-07-31
4663,135,33,1,400.45,400.45,2024-07-31
4731,359,5,1,750.67,750.67,2024-07-31
5576,244,23,1,1274.76,1274.76,2024-07-31
5760,440,25,1,1905.87,1905.87,2024-07-31
6748,392,22,1,687.05,687.05,2024-07-31
7497,473,22,1,687.05,687.05,2024-07-31
7716,408,2,1,3810.25,3810.25,2024-07-31
7800,402,24,1,1560.49,1560.49,2024-07-31
8347,477,36,1,3262.33,3262.33,2024-07-31
9505,482,19,1,1812.99,1812.99,2024-07-31
10195,134,16,1,856.11,856.11,2024-07-31
10916,362,14,1,967.51,967.51,2024-07-31
11235,373,34,1,3803.21,3803.21,2024-07-31
11505,361,35,1,3867.68,3867.68,2024-07-31
1433,115,18,2,2170.31,4340.62,2024-08-01
4202,92,8,1,3484.78,3484.78,2024-08-01
4773,494,15,1,850.03,850.03,2024-08-01
6548,495,34,1,3803.21,3803.21,2024-08-01
9179,206,23,1,1274.76,1274.76,2024-08-01
10752,370,13,1,3354.9,3354.9,2024-08-01
1893,53,2,1,3810.25,3810.25,2024-08-02
2451,376,7,1,373.62,373.62,2024-08-02
2807,310,24,2,1560.49,3120.98,2024-08-02
3121,135,8,1,3484.78,3484.78,2024-08-02
4701,34,6,1,750.58,750.58,2024-08-02
4837,482,25,1,1905.87,1905.87,2024-08-02
5439,181,35,3,3867.68,11603.04,2024-08-02
6151,456,9,1,2464.29,2464.29,2024-08-02
6663,68,26,1,3172.93,3172.93,2024-08-02
7212,149,33,1,400.45,400.45,2024-08-02
7471,20,1,1,1591.98,1591.98,2024-08-02
7570,20,18,1,2170.31,2170.31,2024-08-02
8027,54,3,2,2968.18,5936.36,2024-08-02
8263,338,11,1,229.25,229.25,2024-08-02
8380,207,18,1,2170.31,2170.31,2024-08-02
11048,245,35,2,3867.68,7735.36,2024-08-02
970,237,35,1,3867.68,3867.68,2024-08-03
3272,10,31,1,2489.05,2489.05,2024-08-03
3516,89,16,1,856.11,856.11,2024-08-03
3840,329,17,1,1321.33,1321.33,2024-08-03
3932,191,8,2,3484.78,6969.56,2024-08-03
5127,210,18,1,2170.31,2170.31,2024-08-03
6295,240,22,1,687.05,687.05,2024-08-03
7153,72,23,1,1274.76,1274.76,2024-08-03
8722,290,30,2,328.83,657.66,2024-08-03
8814,253,27,1,918.74,918.74,2024-08-03
9027,500,9,1,2464.29,2464.29,2024-08-03
9515,347,10,1,2876.08,2876.08,2024-08-03
10112,429,18,1,2170.31,2170.31,2024-08-03
10359,90,18,1,2170.31,2170.31,2024-08-03
10653,100,20,2,1271.23,2542.46,2024-08-03
10994,496,31,1,2489.05,2489.05,2024-08-03
11231,57,24,2,1560.49,3120.98,2024-08-03
11242,217,8,1,3484.78,3484.78,2024-08-03
11533,20,8,1,3484.78,3484.78,2024-08-03
11706,279,6,1,750.58,750.58,2024-08-03
11895,366,26,1,3172.93,3172.93,2024-08-03
1436,480,30,1,328.83,328.83,2024-08-04
1558,374,35,1,3867.68,3867.68,2024-08-04
1954,84,36,1,3262.33,3262.33,2024-08-04
2571,257,21,1,2505.63,2505.63,2024-08-04
2645,392,15,2,850.03,1700.06,2024-08-04
2856,105,28,1,2129.8,2129.8,2024-08-04
3344,370,19,1,1812.99,1812.99,2024-08-04
3505,332,2,1,3810.25,3810.25,2024-08-04
4395,229,13,1,3354.9,3354.9,2024-08-04
4999,83,7,1,373.62,373.62,2024-08-04
5319,380,12,1,3884.15,3884.15,2024-08-04
6531,385,20,1,1271.23,1271.23,2024-08-04
6634,410,25,1,1905.87,1905.87,2024-08-04
8080,406,24,1,1560.49,1560.49,2024-08-04
8151,410,25,1,1905.87,1905.87,2024-08-04
9089,361,4,2,2454.84,4909.68,2024-08-04
9120,197,29,1,2430.8,2430.8,2024-08-04
9277,105,24,2,1560.49,3120.98,2024-08-04
9394,432,5,1,750.67,750.67,2024-08-04
10519,272,5,1,750.67,750.67,2024-08-04
11369,417,26,2,3172.93,6345.86,2024-08-04
11570,426,18,1,2170.31,2170.31,2024-08-04
11743,141,32,1,806.52,806.52,2024-08-04
398,147,2,1,3810.25,3810.25,2024-08-05
3419,467,2,2,3810.25,7620.5,2024-08-05
4738,487,30,1,328.83,328.83,2024-08-05
7139,32,15,1,850.03,850.03,2024-08-05
8048,496,33,1,400.45,400.45,2024-08-05
8698,434,28,1,2129.8,2129.8,2024-08-05
9256,147,17,1,1321.33,1321.33,2024-08-05
9623,348,35,1,3867.68,3867.68,2024-08-05
9735,453,29,1,2430.8,2430.8,2024-08-05
11331,483,6,1,750.58,750.58,2024-08-05
1993,301,22,2,687.05,1374.1,2024-08-06
3274,79,22,1,687.05,687.05,2024-08-06
5364,336,21,3,2505.63,7516.89,2024-08-06
6170,201,19,1,1812.99,1812.99,2024-08-06
6885,191,22,2,687.05,1374.1,2024-08-06
7398,428,9,1,2464.29,2464.29,2024-08-06
7806,343,33,1,400.45,400.45,2024-08-06
8555,490,13,1,3354.9,3354.9,2024-08-06
9267,474,4,1,2454.84,2454.84,2024-08-06
9275,241,23,1,1274.76,1274.76,2024-08-06
9614,33,8,2,3484.78,6969.56,2024-08-06
11092,311,27,1,918.74,918.74,2024-08-06
11888,104,23,1,1274.76,1274.76,2024-08-06
1158,383,29,1,2430.8,2430.8,2024-08-07
2690,39,34,1,3803.21,3803.21,2024-08-07
3659,496,22,1,687.05,687.05,2024-08-07
4257,34,12,2,3884.15,7768.3,2024-08-07
4273,238,24,1,1560.49,1560.49,2024-08-07
5945,440,2,1,3810.25,3810.25,2024-08-07
5954,466,29,2,2430.8,4861.6,2024-08-07
6134,20,5,1,750.67,750.67,2024-08-07
6260,10,22,1,687.05,687.05,2024-08-07
6937,366,35,2,3867.68,7735.36,2024-08-07
9293,466,1,1,1591.98,1591.98,2024-08-07
10745,235,31,1,2489.05,2489.05,2024-08-07
11077,324,27,1,918.74,918.74,2024-08-07
11985,56,16,1,856.11,856.11,2024-08-07
363,490,8,1,3484.78,3484.78,2024-08-08
431,308,20,2,1271.23,2542.46,2024-08-08
451,338,16,1,856.11,856.11,2024-08-08
719,203,36,1,3262.33,3262.33,2024-08-08
1024,235,34,1,3803.21,3803.21,2024-08-08
2079,354,19,1,1812.99,1812.99,2024-08-08
2265,434,26,1,3172.93,3172.93,2024-08-08
3072,252,7,1,373.62,373.62,2024-08-08
5747,270,1,1,1591.98,1591.98,2024-08-08
6392,429,32,1,806.52,806.52,2024-08-08
6990,99,29,1,2430.8,2430.8,2024-08-08
8225,358,19,3,1812.99,5438.97,2024-08-08
8387,231,36,1,3262.33,3262.33,2024-08-08
9163,232,34,2,3803.21,7606.42,2024-08-08
9609,353,10,2,2876.08,5752.16,2024-08-08
10524,249,7,1,373.62,373.62,2024-08-08
10788,439,24,1,1560.49,1560.49,2024-08-08
11495,162,36,2,3262.33,6524.66,2024-08-08
11837,77,15,1,850.03,850.03,2024-08-08
11937,17,23,1,1274.76,1274.76,2024-08-08
298,92,25,1,1905.87,1905.87,2024-08-09
3546,426,10,2,2876.08,5752.16,2024-08-09
5475,301,12,2,3884.15,7768.3,2024-08-09
5510,105,19,1,1812.99,1812.99,2024-08-09
7761,159,36,1,3262.33,3262.33,2024-08-09
8391,96,10,1,2876.08,2876.08,2024-08-09
9340,238,10,1,2876.08,2876.08,2024-08-09
9544,278,5,1,750.67,750.67,2024-08-09
10400,384,34,2,3803.21,7606.42,2024-08-09
11031,77,22,1,687.05,687.05,2024-08-09
11052,499,25,1,1905.87,1905.87,2024-08-09
1372,134,15,1,850.03,850.03,2024-08-10
2027,384,2,1,3810.25,3810.25,2024-08-10
3119,478,16,1,856.11,856.11,2024-08-10
4055,250,31,1,2489.05,2489.05,2024-08-10
4292,180,22,1,687.05,687.05,2024-08-10
4648,306,32,1,806.52,806.52,2024-08-10
5190,24,9,3,2464.29,7392.87,2024-08-10
5938,235,21,1,2505.63,2505.63,2024-08-10
7704,41,15,1,850.03,850.03,2024-08-10
8560,497,7,1,373.62,373.62,2024-08-10
9547,15,5,2,750.67,1501.34,2024-08-10
9625,411,29,2,2430.8,4861.6,2024-08-10
9933,116,12,2,3884.15,7768.3,2024-08-10
11194,329,19,1,1812.99,1812.99,2024-08-10
1308,399,36,2,3262.33,6524.66,2024-08-11
1879,172,28,1,2129.8,2129.8,2024-08-11
1952,10,28,1,2129.8,2129.8,2024-08-11
2710,310,13,1,3354.9,3354.9,2024-08-11
3231,184,14,1,967.51,967.51,2024-08-11
5234,260,18,1,2170.31,2170.31,2024-08-11
5543,410,24,1,1560.49,1560.49,2024-08-11
5863,232,4,2,2454.84,4909.68,2024-08-11
6256,198,9,3,2464.29,7392.87,2024-08-11
7503,270,3,1,2968.18,2968.18,2024-08-11
7822,469,8,1,3484.78,3484.78,2024-08-11
8264,436,9,2,2464.29,4928.58,2024-08-11
8789,229,10,1,2876.08,2876.08,2024-08-11
9333,370,3,1,2968.18,2968.18,2024-08-11
10452,422,16,1,856.11,856.11,2024-08-11
11244,16,31,1,2489.05,2489.05,2024-08-11
11569,497,17,1,1321.33,1321.33,2024-08-11
1256,388,10,1,2876.08,2876.08,2024-08-12
2364,234,21,1,2505.63,2505.63,2024-08-12
2389,192,4,1,2454.84,2454.84,2024-08-12
3455,332,5,2,750.67,1501.34,2024-08-12
3552,406,29,1,2430.8,2430.8,2024-08-12
5179,483,21,1,2505.63,2505.63,2024-08-12
5422,496,19,1,1812.99,1812.99,2024-08-12
6735,81,3,1,2968.18,2968.18,2024-08-12
7393,279,6,3,750.58,2251.74,2024-08-12
7427,283,26,1,3172.93,3172.93,2024-08-12
7498,210,8,2,3484.78,6969.56,2024-08-12
8213,422,29,2,2430.8,4861.6,2024-08-12
9008,429,24,3,1560.49,4681.47,2024-08-12
9093,464,17,2,1321.33,2642.66,2024-08-12
9749,214,6,1,750.58,750.58,2024-08-12
9808,198,33,2,400.45,800.9,2024-08-12
9955,478,33,1,400.45,400.45,2024-08-12
10770,130,36,2,3262.33,6524.66,2024-08-12
10802,19,13,1,3354.9,3354.9,2024-08-12
460,330,22,1,687.05,687.05,2024-08-13
1856,20,9,1,2464.29,2464.29,2024-08-13
3216,59,20,1,1271.23,1271.23,2024-08-13
3320,367,33,1,400.45,400.45,2024-08-13
3760,386,28,1,2129.8,2129.8,2024-08-13
4013,205,28,1,2129.8,2129.8,2024-08-13
5354,18,17,1,1321.33,1321.33,2024-08-13
5467,270,18,1,2170.31,2170.31,2024-08-13
5711,69,19,1,1812.99,1812.99,2024-08-13
7789,119,22,1,687.05,687.05,2024-08-13
7814,279,35,2,3867.68,7735.36,2024-08-13
8160,137,27,1,918.74,918.74,2024-08-13
8847,243,2,2,3810.25,7620.5,2024-08-13
9825,51,25,1,1905.87,1905.87,2024-08-13
9887,483,21,2,2505.63,5011.26,2024-08-13
10335,478,31,2,2489.05,4978.1,2024-08-13
10733,497,6,1,750.58,750.58,2024-08-13
240,92,23,2,1274.76,2549.52,2024-08-14
331,221,31,1,2489.05,2489.05,2024-08-14
507,84,14,1,967.51,967.51,2024-08-14
1255,103,1,2,1591.98,3183.96,2024-08-14
1461,191,20,1,1271.23,1271.23,2024-08-14
2436,494,20,1,1271.23,1271.23,2024-08-14
2691,34,7,1,373.62,373.62,2024-08-14
3351,191,36,1,3262.33,3262.33,2024-08-14
4198,440,8,1,3484.78,3484.78,2024-08-14
4321,6,34,1,3803.21,3803.21,2024-08-14
5866,392,34,2,3803.21,7606.42,2024-08-14
7194,132,9,1,2464.29,2464.29,2024-08-14
7204,83,9,2,2464.29,4928.58,2024-08-14
10806,428,22,1,687.05,687.05,2024-08-14
11725,497,29,1,2430.8,2430.8,2024-08-14
691,293,21,1,2505.63,2505.63,2024-08-15
1730,331,5,1,750.67,750.67,2024-08-15
2283,370,10,1,2876.08,2876.08,2024-08-15
2754,152,20,1,1271.23,1271.23,2024-08-15
3678,74,9,1,2464.29,2464.29,2024-08-15
3809,99,6,2,750.58,1501.16,2024-08-15
4331,96,6,2,750.58,1501.16,2024-08-15
4533,229,21,2,2505.63,5011.26,2024-08-15
5520,104,16,2,856.11,1712.22,2024-08-15
5719,143,27,1,918.74,918.74,2024-08-15
5891,105,22,1,687.05,687.05,2024-08-15
7885,77,36,2,3262.33,6524.66,2024-08-15
8206,35,21,1,2505.63,2505.63,2024-08-15
8446,245,26,3,3172.93,9518.79,2024-08-15
8681,443,2,1,3810.25,3810.25,2024-08-15
9478,275,4,1,2454.84,2454.84,2024-08-15
10709,266,34,1,3803.21,3803.21,2024-08-15
10883,240,15,1,850.03,850.03,2024-08-15
11351,384,14,1,967.51,967.51,2024-08-15
